Snapshot_Month,Pipeline_Deal_ID,Deal_Name,Customer_Name,Deal_Value, License_ACV ,Implementation_Value,Logo_Type,Deal_Stage,Current_Stage,Probability,Expected_Close_Date,Region,Vertical,Segment,Product_Sub_Category,Sales_Rep
7/1/2024,3.08E+11,Pertamina - Supplier & A/P expansion and standardization,PT Pertamina Gas,"$2,500,000 ","$1,000,000 ","$1,500,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,10/31/2024,APAC,Chemicals/Oil/Gas/Resources,,,Muralidhar Narayana
7/1/2024,3.08E+11,DCM Shriram_GEP S2P_PO Collaboration,DCM Shriram Limited,"$750,000 ","$300,000 ","$450,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,10/29/2024,APAC,Chemicals/Oil/Gas/Resources,,,Amit Bhatia
7/1/2024,3.08E+11,INNIO_SRM_2024,INNIO Jenbacher GmbH & CO OG,"$400,000 ","$200,000 ","$200,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,10/31/2024,Europe,Automotive and Industrial,,,Heleen Maertens
7/1/2024,3.08E+11,King Abdullah Petroleum Studies and Research Center (KAPSARC) - S2C,KAPSARC,"$325,000 ","$175,000 ","$150,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/1/2024,Middle East,Energy & Utilities,,,Abdel Halim
7/1/2024,3.08E+11,Trinity Industries_S2C,"Trinity Industries, Inc.","$150,000 ","$125,000 ","$25,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/6/2024,North America,Automotive and Industrial,,,Jack Keogh
7/1/2024,3.08E+11,Eaton India_MidEnt_Sourcing,Eaton Technologies Pvt.Ltd.,"$230,000 ","$100,000 ","$130,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/6/2024,APAC,Automotive and Industrial,,,Rajat Vij
7/1/2024,3.08E+11,New York City Housing Authority_S2P,New York City Housing Authority,"$2,235,715 ","$835,715 ","$1,400,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/8/2024,North America,Public Sector,,,Joe Wishy
7/1/2024,3.08E+11,EcoVadis Ltd._MidEnt_Supplier+Contract+P2P,EcoVadis (Mauritius) Ltd,"$339,000 ","$153,000 ","$186,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/8/2024,APAC,Public Sector,,,Shrawani Tetarbe
7/1/2024,3.08E+11,Smurfit Kappa North America LLC_S2C,Smurfit Kappa North America LLC,"$1,674,250 ","$674,250 ","$1,000,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/8/2024,North America,CPG & Retail,,,Mattie Farnsworth
7/1/2024,3.08E+11,Lewis Tree Service Inc_MidEnt_P2P,Lewis Tree Service Inc,"$200,000 ","$100,000 ","$100,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/11/2024,North America,Other Services,,,Abhishek Garde
7/1/2024,3.08E+11,US Silica_S2P,US Silica Holdings Inc,"$700,000 ","$350,000 ","$350,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/12/2024,North America,Other Services,,,James Higgins
7/1/2024,3.08E+11,SGX - Sourcing,Singapore Exchange Ltd,"$40,000 ","$20,000 ","$20,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/12/2024,APAC,BFSI,,,Jithesh Karat
7/1/2024,3.08E+11,JBPCO_S2C,"J. B. Poindexter & Co., Inc.","$200,000 ","$150,000 ","$50,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/12/2024,North America,Automotive and Industrial,,,Jack Keogh
7/1/2024,3.08E+11,Huntington Bank_ S2P_RFP,The Huntington National Bank Inc.,"$650,000 ","$300,000 ","$350,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,11/15/2024,North America,BFSI,,,Brian Bergersen
7/1/2024,3.08E+11,SMURFIT KAPPA - SPEND,Smurfit Kappa Nederland B.V.,"$150,000 ","$100,000 ","$50,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/15/2024,Europe,Automotive and Industrial,,,Bernard Remacle
7/1/2024,3.08E+11,PerkinElmer_RFP_S2P,"PerkinElmer, Inc.","$1,247,000 ","$547,000 ","$700,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,11/18/2024,North America,Life Sciences,,,Brian Bergersen
7/1/2024,3.08E+11,Shell & AMG Recycling Saudi_S2C,Shell & AMG Recycling B.V.,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/19/2024,Middle East,Chemicals/Oil/Gas/Resources,,,Abdel Halim
7/1/2024,3.08E+11,Cadila Pharmaceutical_MidEnt_S2P,Cadila Pharmaceuticals Limited,"$360,000 ","$165,000 ","$195,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),30%,11/21/2024,APAC,Automotive and Industrial,,,Rajat Vij
7/1/2024,3.08E+11,BCBS Association Quantum Migration,The Blue Cross Blue Shield Association,"$245,000 ","$95,000 ","$150,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/21/2024,North America,BFSI,,,Uday Singh
7/1/2024,3.08E+11,Atlantic Aviation_P2P_Mid Enterprise,Atlantic Aviation Fbo Holdings LLC,"$500,000 ","$250,000 ","$250,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,11/21/2024,North America,Other Services,,,Sneha Dolare
7/1/2024,3.08E+11,ARGENTA BANK - S2C,Argenta Spaarbank NV,"$213,000 ","$120,000 ","$93,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,11/22/2024,Europe,BFSI,,,Bernard Remacle
7/1/2024,3.08E+11,Intas Pharmaceuticals Ltd._S2P,Intas Pharmaceuticals Ltd,"$380,000 ","$190,000 ","$190,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),15%,11/22/2024,APAC,Life Sciences,,,Jithesh Karat
7/1/2024,3.08E+11,Kruger Inc- S2P Opportunity,Kruger Inc.,"$1,500,000 ","$600,000 ","$900,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 8: Stalled (Software Sales Opportunity),50%,11/22/2024,North America,Automotive and Industrial,,,Mattie Farnsworth
7/1/2024,3.08E+11,ProgressResidential_MidEnt_S2P,"Progress Residential, LLC","$480,000 ","$240,000 ","$240,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,11/22/2024,North America,Other Services,,,Sneha Dolare
7/1/2024,3.08E+11,Hithium_S2P,"Xiamen Hithium Chuneng Development Co., Ltd.","$595,000 ","$275,000 ","$320,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/22/2024,APAC,Automotive and Industrial,,,Louie Li
7/1/2024,3.08E+11,Exide Industries Ltd._MidEnt_S2P,Exide Industries Ltd,"$460,000 ","$210,000 ","$250,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/22/2024,APAC,Automotive and Industrial,,,Rajat Vij
7/1/2024,3.08E+11,PTTEP_Malaysia (Separate Entity) S2C,PTT Exploration and Production Public Company Limited,"$276,500 ","$154,000 ","$122,500 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,11/27/2024,APAC,Chemicals/Oil/Gas/Resources,,,Ming Wai
7/1/2024,3.08E+11,YASREF (Saudi Aramco JV)_S2C,Yanbu Aramco Sinopec Refining Company (Yasref),"$540,000 ","$290,000 ","$250,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,11/27/2024,Middle East,Chemicals/Oil/Gas/Resources,,,Abdel Halim
7/1/2024,3.08E+11,Dyne Therapeutics_MidEnt_Sourcing,"Dyne Therapeutics, Inc.","$120,000 ","$65,000 ","$55,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/27/2024,North America,Life Sciences,,,Prasangika Rai
7/1/2024,3.08E+11,VOSS Automotive China_S2P,"VOSS Automotive Components(Jinan) Co., Ltd","$500,000 ","$250,000 ","$250,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/27/2024,APAC,Automotive and Industrial,,,Louie Li
7/1/2024,3.08E+11,ADB Procurement RFP (EY Partner),Asian Development Bank,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/28/2024,APAC,BFSI,,,Franic Seah
7/1/2024,3.08E+11,Jeld-Wen_P2O_RFP,"Jeld-Wen, Inc.","$878,800 ","$283,800 ","$595,000 ",Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/27/2024,North America,Automotive and Industrial,,,Brian Bergersen
7/1/2024,3.08E+11,The Hanover Insurance Group - S2P RFP,"The Hanover Insurance Group, Inc.","$1,668,000 ","$673,002 ","$994,998 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/28/2024,North America,BFSI,,,Uday Singh
7/1/2024,3.08E+11,Coursera Inc_P2P_Mid Ent,Coursera Inc.,"$400,000 ","$200,000 ","$200,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/28/2024,North America,Automotive and Industrial,,,Sneha Dolare
7/1/2024,3.08E+11,IAG - S2C,IAG GBS Limited,"$505,500 ","$250,000 ","$255,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/29/2024,Europe,Other Services,,,Sam Zaki
7/1/2024,3.08E+11,Mubadala_P2P,Mubadala Petroleum LLC,"$900,000 ","$400,000 ","$500,000 ",Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),15%,11/29/2024,Middle East,Chemicals/Oil/Gas/Resources,,,Abdel Halim
7/1/2024,3.08E+11,Johnson Electric_S2C,Johnson Electric (HK) Holdings Limited,"$700,000 ","$300,000 ","$400,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/29/2024,APAC,Automotive and Industrial,,,Louie Li
7/1/2024,3.08E+11,ESI_Project Module_Upsell,Eversheds Sutherland (International) LLP,"$30,000 ",$0 ,"$30,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/30/2024,Europe,Other Services,,,Bharath Raghavan
7/1/2024,3.08E+11,Qatar Chemical_S2P,Qatar Chemical Company Limited,"$1,330,000 ","$640,000 ","$690,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/30/2024,Middle East,Chemicals/Oil/Gas/Resources,,,Abdel Halim
7/1/2024,3.08E+11,WEPA_GEP SMART_2024,WEPA Industrieholding SE,"$600,000 ","$200,000 ","$400,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,11/30/2024,Europe,CPG & Retail,,,Heleen Maertens
7/1/2024,3.08E+11,7-Eleven Stores_S2C,7-Eleven Stores Pty Ltd,"$362,500 ","$162,500 ","$200,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),15%,11/30/2024,APAC,CPG & Retail,,,Jack Keogh
7/1/2024,3.08E+11,AVX - License Fee_2024,AVX Corporation,"$115,000 ","$115,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/30/2024,North America,Automotive and Industrial,,,Mayur Jain
7/1/2024,3.08E+11,Boots UK Limited - License Fees Renewal_2024,Boots UK Limited,"$377,793 ","$377,793 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/30/2024,Europe,Other Services,,,Mayur Jain
7/1/2024,3.08E+11,Rock Central (Quicken Loans) - License,Rock Central LLC,"$697,000 ","$697,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/30/2024,North America,Other Services,,,Mayur Jain
7/1/2024,3.08E+11,Royal London - TPRM License,Royal London Management Services Ltd,"$27,950 ","$27,950 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/30/2024,Europe,Other Services,,,Mayur Jain
7/1/2024,3.08E+11,Oncor - License Fee,Oncor Electric Delivery Company Llc,"$285,675 ","$285,675 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/30/2024,North America,Energy & Utilities,,,Mayur Jain
7/1/2024,3.08E+11,The Absolut - S2C License (Pernod),The Absolut Company AB,"$119,748 ","$119,748 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/30/2024,Europe,CPG & Retail,,,Mayur Jain
7/1/2024,3.08E+11,Royal London - S2C License Fee,Royal London Management Services Ltd,"$218,750 ","$218,750 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/30/2024,Europe,Other Services,,,Mayur Jain
7/1/2024,3.08E+11,Randstad - Spend License_2024,Randstad Holding N.V.,"$77,880 ","$77,880 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/30/2024,Europe,Other Services,,,Mayur Jain
7/1/2024,3.08E+11,Biogen Idec - License fee_2024,Biogen Idec Inc.,"$88,000 ","$88,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/30/2024,North America,Life Sciences,,,Mayur Jain
7/1/2024,3.08E+11,Telefonica Quantum Upgrade_2024,Telefonica O2 UK Ltd,$0 ,$0 ,$0 ,Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/30/2024,North America,Telecom/Media/Tech,,,Sharan Ramesh
7/1/2024,3.08E+11,7-11_ P2P IMP Fees,"7-Eleven, Inc.","$1,500,000 ",$0 ,"$1,500,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,12/1/2024,North America,CPG & Retail,,,Jack Keogh
7/1/2024,3.08E+11,BCBSA upgrade,The Blue Cross Blue Shield Association,"$220,000 ","$95,000 ","$125,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,12/1/2024,North America,BFSI,,,Mayur Jain
7/1/2024,3.08E+11,Evos_MidEnt_CLM,Evos Finance B.V.,"$80,000 ","$40,000 ","$40,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/2/2024,Europe,Other Services,,,Manas Kasliwal
7/1/2024,3.08E+11,Microsoft - Supplier Management & Contracts,Microsoft Corporation,"$1,448,440 ","$748,440 ","$700,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/4/2024,North America,Telecom/Media/Tech,,,Tim Rothrock
7/1/2024,3.08E+11,FPL Spend Analytics RFP,Florida Power & Light Company,"$1,644,000 ","$1,644,000 ",$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,12/6/2024,North America,Energy & Utilities,,,Mattie Farnsworth
7/1/2024,3.08E+11,Henry Schein_P2P,"Henry Schein, Inc.","$2,276,500 ","$476,500 ","$1,800,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,12/6/2024,North America,Life Sciences,,,Brian Bergersen
7/1/2024,3.08E+11,GIC_S2C,GIC Pte Ltd,"$764,500 ","$344,500 ","$420,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,11/29/2024,APAC,BFSI,,,Franic Seah
7/1/2024,3.08E+11,Nagase America_MidEnt_S2P,Nagase America LLC,"$540,000 ","$190,000 ","$350,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,12/9/2024,North America,Chemicals/Oil/Gas/Resources,,,Prasangika Rai
7/1/2024,3.08E+11,NSG Holding (Europe) Limited - Melissa - S2C,NSG Holding (Europe) Limited,"$400,000 ","$200,000 ","$200,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/10/2024,Europe,Automotive and Industrial,,,Sam Zaki
7/1/2024,3.08E+11,AbbVie Source to Pay,AbbVie Inc.,"$5,600,000 ","$4,200,000 ","$1,400,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,12/11/2024,North America,Life Sciences,,,Uday Singh
7/1/2024,3.08E+11,MEDIQ  - P2R,Mediq B.V.,"$280,000 ","$140,000 ","$140,000 ",Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),15%,12/13/2024,Europe,CPG & Retail,,,Bernard Remacle
7/1/2024,3.08E+11,Signify Contract Renewal - Technology,Signify NV,$0 ,$0 ,$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/15/2024,Europe,Automotive and Industrial,,,Jonathan Kinghan
7/1/2024,3.08E+11,PURFLUX S2C,Sogefi Group SAS,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),15%,12/16/2024,Europe,Automotive and Industrial,,,Bernard Remacle
7/1/2024,3.08E+11,Nurture Group_P2P_MidEnt2024,Nurture Group,"$160,000 ","$80,000 ","$80,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/16/2024,Europe,Life Sciences,,,Manas Kasliwal
7/1/2024,3.08E+11,Orora Packaging_Sourcing,Orora North America,"$177,250 ","$152,250 ","$25,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/18/2024,North America,Automotive and Industrial,,,Jack Keogh
7/1/2024,3.08E+11,URC_S2P,Universal Robina Corporation,"$565,000 ","$335,000 ","$230,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/19/2024,APAC,CPG & Retail,,,Franic Seah
7/1/2024,3.08E+11,SHELL - ICM,Shell Polska Sp. Z O.o.,"$300,000 ","$150,000 ","$150,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/19/2024,Europe,CPG & Retail,,,Bernard Remacle
7/1/2024,3.08E+11,Coca Cola FEMSA_Latam Col&Mx_Cost Drivers,Coca Cola Bebidas De Colombia S A,"$250,000 ","$150,000 ","$100,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),15%,12/20/2024,LATAM,CPG & Retail,,,Luis Patino
7/1/2024,3.08E+11,VALEO - AP AUTOMATION,Valeo SA,$0 ,$0 ,$0 ,Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,12/20/2024,Europe,Automotive and Industrial,,,Bernard Remacle
7/1/2024,3.08E+11,IPC_Mid_Ent_Rfx Tool,"Independent Purchasing Cooperative, Inc.","$100,000 ","$50,000 ","$50,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,12/16/2024,North America,Other Services,,,Mihir Veshvikar
7/1/2024,3.08E+11,Johnsonville_S2P,"Johnsonville Sausage, LLC","$1,001,575 ","$351,575 ","$650,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/20/2024,North America,CPG & Retail,,,Joe Wishy
7/1/2024,3.08E+11,Topsoe_P2P,Haldor Topsoe Holding A/S,"$350,000 ","$150,000 ","$200,000 ",Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,12/20/2024,Europe,BFSI,,,Stephan Hesselgren
7/1/2024,3.08E+11,JetSmart_LATAM_Tech_AP,Jetsmart Airlines SpA,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/20/2024,LATAM,Other Services,,,Luis Patino
7/1/2024,3.08E+11,Mitsubishi HC Capital UK PLC - Sourcing and CLM,Mitsubishi HC Capital UK PLC,"$200,000 ","$100,000 ","$100,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/20/2024,Europe,BFSI,,,Sam Zaki
7/1/2024,3.08E+11,ING Groep - P2P - DE-NL-BE,ING Groep N.V.,"$2,050,000 ","$1,250,000 ","$800,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),30%,12/20/2024,Europe,BFSI,,,Bernard Remacle
7/1/2024,3.08E+11,MONDELEZ - SPEND - ICM - SHOULD COST,Mondelez Europe GmbH,"$525,000 ","$300,000 ","$225,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,12/20/2024,Europe,CPG & Retail,,,Bernard Remacle
7/1/2024,3.08E+11,Bank Rakyat - S2P,Bank Kerjasama Rakyat Malaysia Berhad,"$695,000 ","$300,000 ","$395,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),15%,12/20/2024,APAC,BFSI,,,Rajiv Upadhyay
7/1/2024,3.08E+11,Bankdata_MidEnt_S2P,Foreningen Bankdata,"$300,000 ","$150,000 ","$150,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,12/23/2024,Europe,BFSI,,,Sourabh Sharma
7/1/2024,3.08E+11,SPPL_S2P_GEP CLICK,Singapore Pools (Pvt) Ltd,"$474,000 ","$221,000 ","$253,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,12/24/2024,APAC,Other Services,,,Ming Wai
7/1/2024,3.08E+11,Trakindo Utama (Caterpillar distributor)_S2P,Trakindo Utama PT,"$250,250 ","$250,000 ",$250 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,12/25/2024,APAC,CPG & Retail,,,Sardali Mudiastono
7/1/2024,3.08E+11,Swire CC (SWCC) _Expansion Supp Mgt (MC) + GRC users,Swire Coca-Cola HK Limited,"$465,000 ","$210,000 ","$255,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 6: Finalizing Contract (Software Sales Opportunity),30%,12/26/2024,APAC,CPG & Retail,,,Ming Wai
7/1/2024,3.08E+11,Carrefour_Supplier Management,Carrefour Global Sourcing Co. Limited,"$220,000 ","$100,000 ","$120,000 ",Upsell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/26/2024,APAC,CPG & Retail,,,Louie Li
7/1/2024,3.08E+11,Mexico_AT&T_Tech_Upsell Spend Analysis + Sourcing users,AT&T Telecom Mexico Inc,"$110,536 ","$80,500 ","$30,036 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,12/27/2024,LATAM,Telecom/Media/Tech,,,Luis Patino
7/1/2024,3.08E+11,SAGEM - S2C,Sagem,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/27/2024,Europe,Telecom/Media/Tech,,,Bernard Remacle
7/1/2024,3.08E+11,MBSB S2C replace SAP,MBSB Bank Berhad,"$299,000 ","$149,000 ","$150,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/27/2024,APAC,BFSI,,,Franic Seah
7/1/2024,3.08E+11,Spirit Energy Norway Sval Energi_S2C,Spirit Energy Norway,"$400,000 ","$150,000 ","$250,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/27/2024,Europe,Chemicals/Oil/Gas/Resources,,,Stephan Hesselgren
7/1/2024,3.08E+11,USG Corporation_Sourcing,USG Corporation,"$300,000 ","$150,000 ","$150,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/30/2024,North America,Other Services,,,Connor Andrews
