SOW_ID,SOW Name,Vertical,Region,Fees_Type,Revenue_Type,Segment_Type,Start_Date
3104,W&T Offshore - P2P License,Chemicals/Oil/Gas/Resources,North America,Fees,License,SMB,7/1/2024
3105,W&T Offshore - P2P Implementation,Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,SMB,6/1/2024
2624,Walmart - E-Auction App Development,CPG & Retail,North America,Fees,Implementation,Enterprise,7/1/2023
3601,Wartsila - GEP Assist License,Automotive and Industrial,Europe,Fees,License,Enterprise,8/1/2025
3602,Wartsila - Digital Category Card License,Automotive and Industrial,Europe,Fees,License,Enterprise,8/1/2025
3357,Wieland - MI License Fees,Other Services,Europe,Fees,License,SMB,12/1/2024
3358,Wieland - MI Implementation Fees,Other Services,Europe,Fees,Implementation,SMB,12/1/2024
2844,Westrock - MSP License Fees,Automotive and Industrial,North America,Fees,License,Enterprise,11/1/2023
2794,Westrock - MSP Implementation,Automotive and Industrial,North America,Fees,Implementation,Enterprise,10/1/2023
3125,Weperform - P2P License Fees,CPG & Retail,Europe,Fees,License,SMB,8/1/2024
3126,Weperform - P2P Implementation Fees,CPG & Retail,Europe,Fees,Implementation,SMB,9/1/2024
3195,Whole Foods - Spend Analystics Implementation,CPG & Retail,North America,Fees,Implementation,Enterprise,9/1/2024
3748,Whole Foods - Data Enrichment Processing Services,CPG & Retail,North America,Fees,Implementation,Enterprise,10/1/2025
2899,World Economic Forum - S2P License Fees,Other Services,Europe,Fees,License,SMB,2/1/2024
2900,World Economic Forum - S2P Implementation Fees,Other Services,Europe,Fees,Implementation,SMB,2/1/2024
3264,World Economic Forum - Whatfix License,Other Services,Europe,Fees,License,SMB,10/1/2024
3013,WPP - S2C License Fees,Telecom/Media/Tech,Europe,Fees,License,Enterprise,4/1/2024
3014,WPP - S2C Implementation Fees,Telecom/Media/Tech,Europe,Fees,Implementation,Enterprise,4/1/2024
847,Wyndham (WWO - spend/sourcing) - License Fees,Other Services,North America,Fees,License,Enterprise,1/1/2017
848,Wyndham (WHG - spend/sourcing) - License Fees,Other Services,North America,Fees,License,Enterprise,4/1/2018
850,Xylem Technology - License Fees,Automotive and Industrial,North America,Fees,License,Enterprise,1/1/2017
851,"Xylem, Inc. - Implementation Fees",Automotive and Industrial,North America,Fees,Implementation,Enterprise,10/1/2017
2806,Xylem Technology - Spend License + Evoqua,Automotive and Industrial,North America,Fees,License,Enterprise,1/1/2024
861,Xylem Technology - P2P Tool & Buyer Portal - License Fees,Automotive and Industrial,North America,Fees,License,Enterprise,1/1/2018
2692,Xylem Technology - Chatbot License,Automotive and Industrial,North America,Fees,License,Enterprise,12/1/2022
2903,Xylem - Digital Guide,Automotive and Industrial,North America,Fees,Implementation,Enterprise,1/1/2024
1249,Xylem - Spend Analysis,Automotive and Industrial,North America,Fees,Implementation,Enterprise,1/1/2020
2545,Xinergy - Sourcing License Fees & Cost Drivers,Automotive and Industrial,LATAM,Fees,License,Enterprise,5/1/2023
864,YBS (Yorkshire Building Society) - Technology - Annex 1 - License Fees,BFSI,Europe,Fees,License,SMB,1/1/2017
2426,CostDrivers/Datamark - license,Other Services,LATAM,Fees,License,SMB,7/1/2022
2713,OC Tanner - P2P Implentation Fees,Other Services,NA,Fees,Implementation,Enterprise,2/1/2024
3002,JPMorgan Chase - Post Design Implementation Fees,BFSI,NA,Fees,Implementation,Enterprise,4/1/2024
3007,JPMorgan Chase - License Fees,BFSI,NA,Fees,License,Enterprise,
3070,Bayer - R&D FHV - Software,Life Sciences,EU,Fees,License,Enterprise,12/1/2023
3140,Caterpillar - Marketplace POC Implementation,Automotive and Industrial,NA,Fees,Implementation,Enterprise,7/1/2024
1406,Cargill - Spend Implementation,CPG & Retail,NA,Fees,Implementation,Enterprise,8/1/2020
3228,Gaspro - S2P License Fees,Chemicals/Oil/Gas/Resources,NA,Fees,License,Enterprise,9/1/2024
3246,Vivaaerobus - S2C License Fees,Other Services,LA,Fees,License,Enterprise,11/1/2024
3229,Gaspro - S2P Implementation Fees,Chemicals/Oil/Gas/Resources,NA,Fees,Implementation,Enterprise,12/1/2024
3247,Vivaaerobus - S2C Implementation Fees,Other Services,LA,Fees,Implementation,Enterprise,1/1/2025
3319,Mondelez - FHV Transaction Fees - Software,CPG & Retail,EU,Fees,License,Enterprise,12/1/2024
3314,Linde India - Sourcing Implementation Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,12/1/2024
3355,Rashmi Group - S2P license,Automotive and Industrial,APAC,Fees,License,Enterprise,
3528,Wartsila - P2P License Fees,Automotive and Industrial,EU,Fees,License,Enterprise,5/1/2025
3534,Accor - Transaction Fees Software FHV,Other Services,EU,Fees,License,Enterprise,1/1/2025
3894,ARADA - S2P License Fees,Other Services,ME,Fees,License,Enterprise,2/1/2026
